cafe_name,avg_rating,review,indv_rating,review_date,useful,funny,cool,latitude,longtitude
Tianti Books,4,"Spacious, peaceful and humble atmosphere, which is a break from the touristy Midtown neighborhood this place is located.  Would definitely come back to study or such",2,8/21/2017,0,0,0,40.753943,-73.992609
Tianti Books,4,"Awesome refuge from a terrible area (though it seems they moved here and didn't separate the listings), but unfortunately too-limited hours that mean the commuters who could use it most (well, I guess they're too rushed to, but I digress) can't really experience the wonder that is a lot of seating, a great little cafe, and an excellent selection of reads.",2,12/1/2016,5,0,1,40.753943,-73.992609
Tianti Books,4,"An oasis on 8th Avenue. Quiet, serene place to chill and sip an espresso. Sit towards the back and enjoy the sounds of the waterfall. Soft classical music softly plays although would have preferred something more Zen-like. Staff is gracious and I like the peaceful vibe they exude.",2,3/1/2017,0,0,0,40.753943,-73.992609
Tianti Books,4,"For the niche that this place fills it's really excellent. They even had classical Chinese books like the 3 Character Classic. The tea house was A+ as well. Only downside is the door/stairway up looks sketchy, frankly. Once you're inside the cafe is quite spacious.",2,2/3/2016,1,0,0,40.753943,-73.992609
Tianti Books,4,"This place is an oasis. Peaceful, calm, quiet, and with good tea and excellent service.",2,7/1/2015,0,0,0,40.753943,-73.992609
UT47,4.5,"A very unpleasant experience at UT47 I ordered a hot chocolate and started working about 11am. Till 4:50pm I've been ask 3 times whether I need something or not. I said I'm ok for now but that Korean old lady just keep asking. And the last time she even checked my receipt and said ""on my""... guess just shocked by the fact that I sit here for a very long time but only had 1 drink. Or another way ask me to leave? Objectively, 1 star for the hot chocolate and the other for its maker.",2,4/15/2019,1,1,0,40.76131282,-73.98997486
UT47,4.5,"Visiting from California and my daughter and I wanted a ""bubble"" tea (more commonly known as ""boba"" where we live).  Saw the great reviews of this place and decided to try it out.  Went with the honeydew matcha milk tea as the cashier said it was their best seller.  Unfortunately, I found it undrinkable.  I don't typically drink milk plain, but love a good milk tea.  This just tasted like milk with no matcha, no tea flavor, and barely any honeydew flavor, and the boba had a bad texture.  I see that most of the good reviews are for other items on their menu.  All I can review is the bubble tea, which I definitely don't recommend.  I give them zero stars for the drink, but two stars for nice customer service.  I'm gonna stick to the yummy boba tea we have in California.",2,4/3/2019,0,0,0,40.76131282,-73.98997486
UT47,4.5,Pros: Very spacious and cozy Free WiFi Friendly staff  Cons: Latte doesn't taste good. Music is a bit too loud..,2,2/9/2018,2,5,3,40.76131282,-73.98997486
UT47,4.5,Intentional and sweet staff. Great recommendations (I throughly am enjoying the ginger latte as we speak). I am super excited for the dumplings that I'm about to eat as an app before dinner!  They made everything sound so delicious. Their is ample seating and the music is FAB.  recommend!,2,6/22/2018,1,0,0,40.76131282,-73.98997486
UT47,4.5,"This place provides a decent coffee and a cozy environment, with a cheap price. I defintely think it is a good place to go with your friends to have some chat.",2,1/1/2019,3,0,0,40.76131282,-73.98997486
UT47,4.5,"The best place I have found to study and relax in Midtown. I had been looking for a place to study and grab a good latte that wasn't a chain shop. I had seen the other Yelp review and thought to give it a shot yesterday. It is an adorable coffee shop and the owner is absolutely amazing. It feels more like home than a coffee shop. The owner helped me find a comfortable seat - she even suggested a favorite spot in the seating area. And most of the seats have power outlets which was fantastic!  All the mugs are different like what you would have in your own kitchen which I thought was lovely. Pastries were delicious, had a soy vanilla chai that was excellent and the Iced Ginger Honey Tea is everything!  Loved the vibe and the excellent customer service. Cannot wait to go back on Monday!",2,2/12/2018,1,0,0,40.76131282,-73.98997486
UT47,4.5,People are so nice I was drenched from the rain and the nice guy gave me towels! Coffee was worth it!,2,8/4/2018,1,0,0,40.76131282,-73.98997486
UT47,4.5,"Can't say enough about this place! My wife and daughter stayed nearby on a trip to the city, and they ended up frequenting this shop on their stay. Unlike most coffee shops, they always had a place to sit :-) The service was so very friendly! The pastries were delicious, and the coffee was superb. Great reviews for the house ginger latte. An absolute treat!",2,6/10/2018,0,0,0,40.76131282,-73.98997486
UT47,4.5,"This is my favorite coffee shop in town. Bubble tea, bagels, and sweets are super delicious here.",2,10/2/2018,1,0,0,40.76131282,-73.98997486
UT47,4.5,"This coffee shop is like no other.  As a Cali native and newly NY settler, I was in dire need of finding a cafe. I now have to look no further.  The coffee, hospitality, hours, & space is perfect. The coffee is tasty & strong, which will keep you alert to finish your work. Also, the owner Mi-Young & Hok (I think that's how you spell their names [if not I apologize in advance you two!]) are nothing but great. Do you plan on working? Yes? Go on and visit! There are several outlets located by each table inside & if you need fresh air to do work, there's a patio as well.  Honestly, this place fits all the criteria of an ideal study cafe. However, I would suggest one thing: more mellow music.  I have found my home cafe. Thank you!",2,4/30/2018,2,1,2,40.76131282,-73.98997486
UT47,4.5,"Omg so delicious, friendly and wonderful !!! The ginger honey tea is to die for !! So so good :)",2,4/14/2018,2,1,2,40.76131282,-73.98997486
UT47,4.5,"Went in for some coffee and breakfast sandwiches. When we asked for sugar they told us they only had spenda. When we asked for some ketchup, they offered hot sauce... hahaha..  good food and coffee with nice folks working, but didn't have basics down. Management should be embarrassed for not ordering their inventory on time .",2,6/19/2018,0,0,0,40.76131282,-73.98997486
UT47,4.5,"Was walking through the neighborhood and wandered in. So glad I did! The owner is a gem, the coffee is delicious, and the bagels are out of this world! Quiet atmosphere that's warm in the winter. Great place to meet a friend or do some work.",2,2/19/2018,2,1,2,40.76131282,-73.98997486
UT47,4.5,"LOVE THIS PLACE!!  Kinda hoping it stays a hidden gem so I can always have a seat to do homework! I usually come in week nights in my NYU hoodie warmly welcomed by the owner right away. Located right by Time Square area tucked in right between Hells Kitchen is UT47! The coffee shop is a block away is from my place and as a student it is so convenient. The space is really big and even has a patio for you to sit outside. The drinks are greatly priced and they come out real fast. The bathroom is literally five stars on its own!! Super clean and spacious things we do not hear in NYC. The music is just casual cafe music you would hear anywhere else. The lighting is bright, but not too bright where your eyes can not manage any longer. The wifi works super fast and they are so nice about giving it. The staff is super interactive and makes you feel at home. I usually don't give yelp reviews, but the past two weeks doing homework and studying for midterms this place has been amazing!!! Thank you to everyone who works here :)",2,2/27/2018,2,1,2,40.76131282,-73.98997486
UT47,4.5,Delightful cafe in the midst of the mid town madness. Lovely decor and a nice chill vibe. The staff were friendly and fast service.,2,2/20/2018,2,1,2,40.76131282,-73.98997486
Wattle Cafe,4,"I love how this cafe is set up and the decorations! Great location! The staff is very friendly and pleasant! But here's why it's getting the 2 stars:  I bought the Aussie Waffles to go (Waffles with Bacon and Eggs) and it wasn't great:  1. The waffles was super bland.  2. The syrup it came with wasn't as thick as any other syrup. In fact it was a bit watery.  3. Some of the waffle/breakfast places usually gives you butter with waffles along with the syrup. This doesn't come with butter at all. I don't know if they forgot to add the butter or they just don't add it at all.  4. The bacon was a bit too salty.  5. The eggs wasn't bad, but it wasn't the best.  6. The sad part about this is that all of this was $11 something. There's other places (even at lower income neighborhoods) that have better tasting waffles, bacon and eggs for half the price. I feel that this was overpriced.  Nice staff and atmosphere. The food, not so much.",2,2/12/2019,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"Both me and my bf ordered the bacon waffle because it sounded really good but it was nothing close to what we expected. We both didn't like the food, the waffle was bland and had no taste but the bacon was way too salty, and the hot chocolate was the worst of all! How can someone mess up on making hot coco? It tasted nothing like hot coco and it wasn't sweet at all. Terrible experience, wouldn't not come back.",2,4/6/2019,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"Got the ""Toads in a hole"". Simple yet so delicious. Service is great here. Cafe is a bit small but there are a few tables and tools by the front facing the street and some by another wall. Great place for a snack, quick meal or break. Kind of cramped to do your studying or work on a laptop but if you have nowhere else to go still a good place to get some work done (they have outlets!)",2,3/19/2019,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"Disappointing.  Came here for lunch really looking forward to great waffles - pictures online looked very enticing.  We ordered the chocolate waffles, the Aussie waffles, and the cocoa waffle with mashed avocado.  All waffles were soft and chewy and cold - major disappointment.  Aunt Jemima waffles heated in my toaster oven come out crispy and soft on the inside, much better than what we got here.  On top of that, no butter was offered for the aussie and the chocolate waffles.  Also, when I asked for syrup, they pointed me to the two bottles next to the napkin station - one was for honey and the other one for a very liquidy syrup, which I believe might have been for the coffee.    Decor is cute, but seating is lacking.  Tables were taken by guests who were lingering over their cup of coffee.  There is limited counter seating along the window and one wall.  Will not return.",2,12/22/2018,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"In person this place is awesome!!!    For Delivery- I am extremely disappointed. The food was edible, and some of it good. What I am not happy with is how much it cost & the quality for the exorbitant pricing. The oats bowl was $9 and when we got it I was so shocked with how small it was and how it was watery. $9 I expect something much larger than 5oz of oats and watery milk. I understand that Nyc is expensive but there is a line. And they crossed it.",2,10/30/2018,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"***Small seating area, Great service, WiFi available***  This review is only on their drinks. I had a matcha latte and it was delicious. There's several seatings available but it is small. I definitely would come back to try their food, but otherwise, nothing that unique about the cafe.",2,12/29/2017,1,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"New York is unfortunately way behind in the coffee culture. I've spent three weeks here and have gone to various cafes across Manhattan with average to poor results when it comes to getting a simple latte. They definitely don't get coffee especially the latte types. If you want a creamy smooth perfect coffee this place is by far the best coffee I've had in New York. Being from Melbourne, ""the coffee capital of the world"", I must say I now have a new home. Thank you @wattlecafenyc !! Their simple and fresh breakfast menu was also a feel you have from our cafes in Melbourne. Staff are great too. Thanks again.",2,1/26/2018,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"Came here on recommendation and doesn't disappoint, nice decor, reasonably priced food and nice staff- it's a gem in this neighborhood to check out",2,7/12/2018,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"We had the smoked salmon and smash avocado with truffle eggs and the dark chocolate waffles. The smash avocado was amazing and the truffle eggs truly enhanced the flavour of the dish. However, the dark chocolate waffles were quite terrible. They were dry and pretty tasteless and disappointing. However, the staff was helpful when we complained and gave us some house jam for the waffles which was better but charged us an additional fee for the jam.  For drinks, we had the latte and the milo milkshake (iced). The latte was great, however the milo milkshake could have been more chocolatey.  The Tim Tams were a wonderful surprise and are must to try if you have never had it before.  Overall, wattle cafe is a cute new addition to midtown, with great eggs and avocado and is worth coming here just for that.",2,11/3/2018,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"Health comes with price. Travelled all the way from queens to Manhattan to go to this cafe for waffle, but instead tried the Mocha Mud Smoothie and Hummus Avocado Smash Sandwich where lets just say enjoyed every bit of it. I could feel the roasted peppers in my taste buds. I dont know maybe add a bit of Honey and it might taste something different. However please give it a go. It was worth the money paid for. Will come in next time for the waffle!!",2,4/16/2018,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"AMAZING coffee! If you are looking for the authentic Australian coffee experience, you've found the right place. Couldn't have been happier with my flat white. They also serve TIM TAMS! Don't miss a chance to experience Australian coffee culture at its finest.",2,2/5/2018,1,0,0,40.7450472,-73.9782738
Wattle Cafe,4,I would never come to this place again. This is too pricey for a single espresso $3.75. And the coffee cup was just almost empty.  They are very rude on the counter as well.,2,6/11/2017,0,1,0,40.7450472,-73.9782738
Wattle Cafe,4,"Unexpected but wonderfully delicious flavor combinations with all organic ingredients. Service was so hospitable and when we discovered a slight error in our order, the owner went above and beyond with a free dessert (and a friendly chat!). Would say I'd return to support them, but if I'm honest it's for the tasty food!",2,9/11/2017,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"Very nice little place to take a break, listen to music and of course enjoy very yummy house made waffles and house made jam.",2,8/29/2017,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,The place is nice and friendly. The coffee is quite good but not the best New York has to offer. Food looks great. Ruth Haephrati. Michael Haephrati,2,5/20/2017,0,0,0,40.7450472,-73.9782738
Wattle Cafe,4,"Only tried the food. The cheddar biscuit was delicious but the salad was pretty bad. I had a chicken salad and the chicken, aside from being dry, was clearly old (the surface was tough). Seems like it would be a pleasant place to work/read though.",2,7/7/2017,0,0,0,40.7450472,-73.9782738
Yours Truly,4,"Wasn't thrilled with anything about this cafe. The coffee was okay at best. I was looking for a good place to do sim e work and the space was empty for reasons that became obvious. The chairs and tables are at awkward heights, not good for working. The music was loud and the machines are as well. Better place if you're looking to just grab some quick coffee and go.",2,9/4/2018,1,0,0,40.72102754,-73.99449039
Yours Truly,4,"Cute little cafe (only 3 tables - the window table is more spacious and has a bench with pillows though) with at-home vibes. Great service with tea recs. I ended up with a lemon ginger tea that cleared my sinuses right up!  Only problem is that they don't ACTUALLY have wifi. Their wifi was the Time Warner Cable free wifi that every electronic device user can login to for 30 minutes per month (if not a Time Warner subscriber). Your wifi connection goes dead after 30 minutes of use.  I would come here to catch up with friends or do some reading and writing, but it's basically impossible to do any work that requires internet service.",2,10/19/2015,3,0,0,40.72102754,-73.99449039
Yours Truly,4,"Such a charming place, and they serve nutella lattes!  Key word: nutella.  Also, the girl working the day I stopped by was insanely gorgeous, which may have altered my perception of everything.  Seriously though, she was a talented barista, and was extremely welcoming and genuine.  Take that Brooklyn coffee shops!",2,9/3/2016,0,0,0,40.72102754,-73.99449039
Yours Truly,4,"This place is quite cozy with a great local coffee shop vibe. I had the chai with almond milk today, and it was delightful!",2,12/14/2015,0,0,0,40.72102754,-73.99449039
Zibetto Espresso Bar,4,"First of all, this is my favorite coffee in nyc. I would usually travel to midtown from the east village just to enjoy it. But this new branch is suffering from a very poor attitude and customer service, the employees were not hospitable and apparently even if you are standing in line for coffee, it doesn't seem like you should be rewarded the code to the bathroom. Gave it two starts only because the coffee and pastries were excellent, but the staff should be replaced. Will not be going back there even when I have business conferences in the building.",2,3/10/2018,1,0,0,40.7594995,-73.9822451
Zibetto Espresso Bar,4,"High quality espresso (super wide selection), pastries (highly recommend the apricot cookie), and sandwiches (try the prosciutto and ask them to heat it up for you). They are a bit pricey, but very fast and convenient. IMPT NOTE: they do not serve normal coffee/iced coffee (only espresso beverages).",2,5/19/2017,0,0,0,40.7594995,-73.9822451
Zibetto Espresso Bar,4,"I love this place. Their espresso is consistently delicious and their staff are warm and welcoming. They have great biscotti and baci di dama along with a killer sfogliatelle. I gotta try their little sandwiches sometime - the sopressata and mortadella look beautiful. I love espresso and I do like variety so I enjoy other shops too, but this is just a lovely location and I find it easy to pop in once a day (twice if I have the time) to enjoy great coffee and a friendly spot al banco.",2,6/15/2016,0,0,0,40.7594995,-73.9822451
11th Street Cafe,4,"I live a block away from this place and go there on a semi regular basis.  Pros: They have an extensive deli-like menu with some healthy options.  Coffee is generally decent.    Cons: They often mess up orders.  It's actually kind of ridiculous and comical at this point.    The orders can take forever to get made, so if you're in a hurry go somewhere else.    Overall, this place is a block away from me so I will continue to go there.  However, if you don't live in the neighborhood I would suggest going elsewhere.",3,12/21/2015,2,0,0,40.7357789,-74.00725826
11th Street Cafe,4,"A great cozy spot in west village to take a coffee, a bagel or even a smoothie. One of the best place for me held by French people. Merci pour l'accueil !",3,10/14/2016,0,0,0,40.7357789,-74.00725826
11th Street Cafe,4,"A convenient, quick, friendly place to grab a bite and get your caffeine fix. The coffee is above average, but not something that I'd seek out if not around the corner. The breakfast wraps have been just OK. The few that I've had were rather soggy. A fine option for a relatively inexpensive meal, but nothing special.",3,5/27/2014,0,0,0,40.7357789,-74.00725826
11th Street Cafe,4,my favorite coffee and breakfast spot in the West Village. Very authentic. I love the truffle sandwich and they do great juices.,3,6/21/2013,7,1,0,40.7357789,-74.00725826
11th Street Cafe,4,"Very seldom do I feel compelled to write reviews - but this place deserves to have its praises sung. This west village hot spot is incredibly welcoming. ""To go - or to stay?"" I will always prefer the latter. The staff is engaging and friendly to everyone that walks through the door. Not to mention, jamming to indie rock beats while cooling off with a delicious iced latte made my first encounter even more joyous. As a West Virginian who comes from the land of southern hospitality - the 11th street cafe is as good as they come. A+ in my book.",3,9/3/2012,1,0,1,40.7357789,-74.00725826
11th Street Cafe,4,"I stopped going to this place mainly because the owners run it like a little chatty social club, and if you're not a member, don't expect to get any kind of decent service.  MANY times when I used to go in, there'd be a decent-size line while the owner chatted away with a customer/friend/club member at the front of the line while I waited and waited and waited.  There was even a time or two when a person in line in back of me was ""recognized"" and served before me.  I started an informal, unofficial, personal boycott and then realized I wasn't missing much anyway by not coming here (everything's overpriced at least by a little compared to competitors in the area and the coffee isn't very good -- tea is better they bag it to order)  and so I just stopped coming.",3,8/14/2010,3,0,0,40.7357789,-74.00725826
2Beans,4,Simply love the coffee here and like the croissants too. The staff is polite and pleasant. They have a nice seating area upstairs. Haven't got anything else here so can't say much on the quality of other items.,3,7/19/2015,0,0,0,40.7511373,-73.978866
2Beans,4,"I recommend the cheese cake cone. The service was good. We sat on the second floor, it was a bit loud but very good place overall",3,1/29/2016,0,0,0,40.7511373,-73.978866
2Beans,4,"I came across this place while looking for somewhere to sit have a coffee and do some work on my computer. Immediately when I arrived I was greeted by an upbeat pleasant manager who helped me find seating in the busy lounge upstairs. A friendly server took my order and within 5 minutes I received a delicious cappuccino. This place is amazing, the manager Zak introduced himself, made me feel welcome, and made sure everything was okay. It was like he knows new faces walking into the building. Not many places in NYC have such attentive staff like this! You guys won me over! I'll definitely be back!",3,6/9/2016,0,0,0,40.7511373,-73.978866
2Beans,4,"One of my friends recommended that we catch up at 2Beans and I'm glad that she did. We dropped in on a Saturday and found plenty of comfortable seating upstairs. If you have ever struggled to find just one wooden chair at Starbucks, then you will appreciate how nice the ambiance is here.  2Beans makes their specialty drinks too sweet for my taste - I ordered the Autumn in NY cappuccino but will choose something more basic next time. My drink was also really small (more of a tea cup rather than a standard coffee cup size). They did serve my drink with a small piece of chocolate which was delicious, and a glass of water which was thoughtful.",3,1/7/2014,0,0,0,40.7511373,-73.978866
2Beans,4,"Love this place. Mellow atmosphere, sweet staff... a bit too sweet (mocha) but still delicious.",3,2/6/2014,0,0,0,40.7511373,-73.978866
About Coffee,4.5,Good coffee Small place good for an in and out or just to chill out for 15m or so. Not a lot of food options but it's cute small and clean.,3,1/9/2018,1,0,0,40.72452277,-74.00391966
About Coffee,4.5,"Hate to give this cozy, unassuming coffee shop a mediocre review- but folks should know that this isn't the place to visit for pastries/food. While the coffee is decent and the service is good, the pastries are some of the most disappointing I've experienced. The chocolate croissant, for example, had zero fluffiness- tasted like a bland, day old stale croissant even though it was only 8:30AM. The same was true for their ham and cheese croissant. This was especially disappointing because both looked so good and were semi-egregiously priced between $3.50 and $4.50.  That said, the coffee is decent and this is a more low-key cafe alternative to Dominique Ansel around the corner.",3,12/12/2017,0,0,0,40.72452277,-74.00391966
About Coffee,4.5,Favorite coffee shop in soho. I love this place because they serve Gimme! Coffee which is from my hometown in upstate NY. Has the small coffee shop feel which i love. Will continue to come back,3,11/26/2017,0,0,0,40.72452277,-74.00391966
About Coffee,4.5,Really good espresso drinks and solid pastries. Friendly staff. Fairly small but actually a decent place to do some laptoping or writing.,3,9/24/2017,0,0,0,40.72452277,-74.00391966
About Coffee,4.5,"Super cute coffee shop. It's super tiny and doesn't have air conditioning, but very quaint with nice employees. The wifi didn't work when I was there, so might not be the best for working.",3,9/9/2016,0,0,0,40.72452277,-74.00391966
About Coffee,4.5,"The owner is SO nice and so kind. The coldbrew has complex flavor but a simple clean finish in taste-- all in all, great coffee. Was in and out in under 2 minutes, but not before the owner/barista wished us a nice day. Fun to find that kind of friendliness in this city, and not to mention such a pleasant experience. Make this your regular stop, not starbucks! Much quicker and MUCH tastier!",3,10/16/2016,0,0,0,40.72452277,-74.00391966
Ancolie,4.5,"This is a really cute and calm space, at least for the time I went. I love the white brick walls, wood tabletops, fresh flowers, etc.  Not to mention the food looks stinkin' cute in those glass jars. Talk about hip!  Ironically, I craved a chai latte (even though it was nearly 80 degrees outside in October, go figure) so that's what I ordered. Sadly it just didn't hit the bar for chai lattes; felt like too much hot water and not enough chai, if you know what I mean.  Anyway, my drink was meh but the space is cute and I got some work done. I'd be willing to come back and give this place another try in the future.",3,10/7/2018,8,1,1,40.73324539,-73.99910375
Ancolie,4.5,"Really nice French coffee shop. Very good bakery and coffee. Served by owner (French also), so authenticity is assured.",3,11/9/2017,0,0,0,40.73324539,-73.99910375
Ancolie,4.5,"I love this beautiful little place! The food is healthy and delicious, and the concept behind it is eco-friendly and creative. The owner is so sweet, and it's a lovely place to either run in and pick up something to take to work, or sit for a bit with coffee and a friend. They also have WIFI and a lovely counter space where you can sit and watch the passersby. I will certainly keep coming back and telling my friends!",3,3/8/2017,0,0,0,40.73324539,-73.99910375
Bean & Bean,4,I wanted coffee on a cold winter day.  The Yelp reviews were great for this place so I took the short walk from my hotel in 25 degree temps and honestly my coffee was nothing to brag about.  I got a honey latte but the flavor of the coffee wasn't dynamic to me.  I probably won't return here on future visits or recommend.  My 3 stars may be generous for my experience.,3,2/9/2019,0,0,0,40.70730642,-74.01220905
Bean & Bean,4,"This is a nice interior coffee shop! I felt the customer service was a 3 because the server seemed really hasty to take order and not really communicate with the customer. She asked me what I would like twice when I was trying to decide and when she made my drink, there was no latte art. Beside that it's nice there is WiFi and bathroom. There is some space/seating to do work and meet with friend. My matcha hot latte was 5.40$ ish and that's pretty $$ but it did give me a lot of energy. It is near battery park and Nyack college so convenient. The mood is definitely rustic and it's above UPS store so it's easy to miss it! Their ice chai tea is great but also 4.90$ for such a small cup. #NYC haha I would come back for their pastries, and to work there.",3,10/4/2017,1,0,0,40.70730642,-74.01220905
Bean & Bean,4,We stopped here for breakfast on a Saturday . It's a cold stainless steel place. I suppose very urban and I guess based upon its location is good for those who work nearby. Very limited menu including coffee. You'd get more out of a Starbucks. Not impressive in any way. It's fine but I'd look somewhere else unless you just want to stop in and leave with a basic coffee maybe a bagel with a pot of Philadelphia cream cheese,3,12/15/2018,0,1,0,40.70730642,-74.01220905
Bean & Bean,4,"FREE WIFI!  Around $5 for a medium iced honey latte, which was fine in my books (considering how it's NYC and everything). But, the coffee itself wasn't anything special. For a coffee shop that boasts about its organic nature and all that fanciness, I honestly did notice anything more robust or different about their coffee. Interior-wise, the industrial-like interior felt quite cold and uninviting. But on the plus side, I stayed for around 3 hours just to do some work and wasn't kicked out or anything. So that was nice!",3,3/8/2017,1,0,1,40.70730642,-74.01220905
Bean & Bean,4,"Contrary to what other yelpers said I found the espresso to be not on the strong side. Ordered a Soy Cappuccino here and expected it to be have a strong coffee flavor like other shops in the area...i was a bit disappointed. To be honest, i'm not sure if it was something to do with the ground they used, but i really wanted to like this place as it's got a lot of other pro's (Plenty of seating, great baristas, free wifi, moody lighting)  maybe I will come by another day and see how it is. But so far not so happy with the coffee. If you guys like all the other menu items this place offers, feel free to check it out.. better luck next time for me!  (CUPS friendly coffee shop btw)",3,12/22/2018,1,0,1,40.70730642,-74.01220905
Bean & Bean,4,Good-quality beverages and fast but smile-less service. Does it hurt to smile?  Very limited baked goods selection and extremely bare-bones industrial feel to the interior. No art. No warmth. Connected to an office building and has entrances from the street and from the lobby.,3,10/17/2016,2,0,0,40.70730642,-74.01220905
Bean & Bean,4,Incredibly rude service and I have been to a lot of coffee shops around the country. I have never had such a rude service as this place.  I bought a coffee and was not impressed. I will hang out at another coffee shop instead.,3,8/24/2017,0,0,0,40.70730642,-74.01220905
Bean & Bean,4,Great coffee and services. The manager here is really nice that she provided a complimentary replacement after I had accidentally spilt my coffee.,3,12/3/2017,0,0,0,40.70730642,-74.01220905
Bean & Bean,4,"Bean and Bean has become my afternoon pick me up coffee spot. Small cozy little coffee spot in FIDI with great customer service. The staff are always super sweet when I come in. My new addiction is there ice coffee with vanilla syrup and soy milk. Yummy!  With so many coffee spots in FIDI, this place is one of my favorites along side Starbucks of course. On the plus side there coffee is organic. I feel there prices are cheap which is great!!! When you drink as much coffee as I do and being able to paying under $4 for a large ice coffee makes me a very happy camper.  The only con to this place is the lighting it's really dull would be nice if it was brighter inside. All in all I will continue to return here and enjoy there yummy coffee and great customer service.",3,6/16/2015,2,1,2,40.70730642,-74.01220905
Bean & Bean,4,"First the disclaimer:  I'm in the coffee business, but do no ""official"" business with these folks.  I do, however, stop in from time to time for a cup of coffee and a muffin on the way to work.  The coffee is excellent - been enjoying their Tanzanian Peaberry pour over lately.  Staff is chill, good music, not too busy, definitely not overcrowded, and they keep it moving.  The muffins are so good I now have muffin handles, which is not a good thing.  Drat!  No more muffins for a while.  Nice place to stop for well selected, well prepared coffee, caring staff, and a place to sit if you are so inclined.  Pour over and muffin comes to $8, which is a reflection of drinking a single origin coffee prepared lovingly with patience.  Your bill probably will be less.",3,6/5/2016,1,0,0,40.70730642,-74.01220905
Bean & Bean,4,"Really good coffee shop in Fidi, a neighborhood overrun by fast-paced cafes and starbuckses.  Staff is super nice. Great place to sit with laptop and do some work. A few more savory food options would be welcome, however.",3,12/7/2015,2,0,1,40.70730642,-74.01220905
Bean & Bean,4,Much more comfortable than Starbucks and close to the office. Ice coffee is reasonable.,3,6/6/2017,0,0,0,40.70730642,-74.01220905
Bean & Bean,4,"First time here! I always pass by and see the Organic Coffee sign and was in the mood to try it today. Just ordered a regular coffee, and put 2 RAW sugar and half/half. The coffee is quite true to it's description: full-bodied, aromatic and balanced. Not sour, and a pleasure to drink. Just finished it and I'm left wishing I ordered a larger size :) This is kind of of coffee that would go well with dark chocolate.  The decor is rustic old style kind of feel, but the cleanliness is so-so. There was a fly entertaining itself near the cream/sugar/napkin area, not very appealing. 4 stars for the great coffee, but I'd give it 3 stars for the lack of cleanliness.",3,10/27/2015,2,0,0,40.70730642,-74.01220905
Bean & Bean,4,"Best iced matcha latte I've ever had. Heavy on the matcha, but well-mixed and not clumpy. It's very lightly sweet -- I don't usually add sugar to my matcha or coffee, but this was juuust the right amount to make it super delicious but not make you feel guilty.",3,9/1/2016,1,0,0,40.70730642,-74.01220905
Bean & Bean,4,Great place to work out of. The environment was very relaxing and quiet for the most part. Also loved the music playing throughout the day!,3,12/8/2015,0,0,0,40.70730642,-74.01220905
Bean & Bean,4,"I'm very picky when it comes to coffee, so when I say Bean and Bean has some of the best coffee I've ever had, it means a lot.  First off, the atmosphere here is welcoming. You walk in and its like you've escaped the hectic city life. The baristas are friendly and knowledgeable about the coffee they're making.  The espresso drinks are made to perfection every time and the brewed coffee is always hot and delicious.  All in all this place is a great spot to get an awesome cup of coffee and chill out for a while.",3,8/6/2014,2,1,1,40.70730642,-74.01220905
Bean & Bean,4,Yum! The coffee was perfect and my mom loved the hot chocolate. The staff was very friendly and made me a beautiful latte. I wish they had this coffee shop where I live!,3,1/17/2016,1,1,1,40.70730642,-74.01220905
Bean & Bean,4,"The matcha lattes here are my favorite! Apart from the fact that it's close to the subway and is fast/moderately fast service when you're on the go, they accept CUPS and I got $10 off using a promo code I found through Yelp (2zbgi)",3,6/7/2016,0,0,0,40.70730642,-74.01220905
Bean & Bean,4,My drink was pretty much just ice.. Easy fix yeah but still wouldn't return as the flavor itself didn't impress much,3,6/30/2016,0,0,0,40.70730642,-74.01220905
Bean & Bean,4,"This cafe boasts its organic origins, and it makes a big point to mention its organic nature throughout the store.  Some great things I noticed: 1) It was well heated! 2) The door is a revolving door, meaning that the cafe does not get chilly with each new customer. 3) Quick service. 4) Variation of seating choices (e.g., wooden chairs plus more comfy chairs).  I got a large tea for $2.35. I kind of wish they had had more decaffeinated choices.  I read here for an hour. The music here was all over the place: r&b, pop, folky... Maybe I just noticed because I was reading, but it was almost as if two people were fighting over the radio. It was a little odd.",3,1/6/2010,2,0,0,40.70730642,-74.01220905
Bean & Bean,4,A comfy spot with good drinks is all you can ask for.  I get the honey latte and usually chill in one of the comfy chairs not close to the door.  One minor gripe - why only a one stall bathroom?! Not great when you have a diuretic but much appreciate that it is clean and always functioning!,3,2/5/2013,5,2,2,40.70730642,-74.01220905
Bean & Bean,4,"Hands down one of the best coffee in the city! Love their Latte! It's silky, smooth and leaves no after taste!",3,5/25/2014,0,0,0,40.70730642,-74.01220905
